antigenicity_score,antigen_prediction
0.4481,Probable Non-Antigen
0.7495,Probable Antigen
0.406,Probable Non-Antigen
0.5858,Probable Antigen
0.4141,Probable Non-Antigen
0.6531,Probable Antigen
0.3131,Probable Non-Antigen
0.3664,Probable Non-Antigen
0.3884,Probable Non-Antigen
0.1067,Probable Non-Antigen
0.1522,Probable Non-Antigen
0.2497,Probable Non-Antigen
0.4688,Probable Non-Antigen
0.2598,Probable Non-Antigen
0.2554,Probable Non-Antigen
-0.0794,Probable Non-Antigen
0.2137,Probable Non-Antigen
0.5111,Probable Antigen
0.4496,Probable Non-Antigen
0.0337,Probable Non-Antigen
0.2211,Probable Non-Antigen
0.363,Probable Non-Antigen
0.1326,Probable Non-Antigen
0.1129,Probable Non-Antigen
0.0503,Probable Non-Antigen
0.2342,Probable Non-Antigen
0.2334,Probable Non-Antigen
0.3968,Probable Non-Antigen
0.3158,Probable Non-Antigen
0.2845,Probable Non-Antigen
0.3326,Probable Non-Antigen
0.2413,Probable Non-Antigen
0.2391,Probable Non-Antigen
0.4901,Probable Non-Antigen
0.8907,Probable Antigen
0.29,Probable Non-Antigen
-0.192,Probable Non-Antigen
0.1574,Probable Non-Antigen
0.2532,Probable Non-Antigen
0.4035,Probable Non-Antigen
0.9177,Probable Antigen
0.6429,Probable Antigen
0.9178,Probable Antigen
0.3074,Probable Non-Antigen
0.5981,Probable Antigen
-0.2507,Probable Non-Antigen
-0.388,Probable Non-Antigen
1.5351,Probable Antigen
0.5187,Probable Antigen
0.0578,Probable Non-Antigen
0.0028,Probable Non-Antigen
0.1268,Probable Non-Antigen
0.6509,Probable Antigen
0.4855,Probable Non-Antigen
-0.0217,Probable Non-Antigen
0.1136,Probable Non-Antigen
0.1621,Probable Non-Antigen
1.0189,Probable Antigen
0.8197,Probable Antigen
0.657,Probable Antigen
0.3741,Probable Non-Antigen
0.1962,Probable Non-Antigen
0.7938,Probable Antigen
0.8266,Probable Antigen
0.0088,Probable Non-Antigen
-0.132,Probable Non-Antigen
0.0521,Probable Non-Antigen
0.129,Probable Non-Antigen
0.0325,Probable Non-Antigen
0.0375,Probable Non-Antigen
0.0841,Probable Non-Antigen
-0.0721,Probable Non-Antigen
0.238,Probable Non-Antigen
0.6319,Probable Antigen
0.2969,Probable Non-Antigen
0.5515,Probable Antigen
0.1815,Probable Non-Antigen
0.1486,Probable Non-Antigen
0.2066,Probable Non-Antigen
0.1893,Probable Non-Antigen
0.7526,Probable Antigen
-0.1474,Probable Non-Antigen
0.3572,Probable Non-Antigen
0.5058,Probable Antigen
0.6557,Probable Antigen
0.7391,Probable Antigen
-0.0214,Probable Non-Antigen
0.208,Probable Non-Antigen
0.5925,Probable Antigen
0.3493,Probable Non-Antigen
-0.1069,Probable Non-Antigen
0.3704,Probable Non-Antigen
0.5997,Probable Antigen
0.1014,Probable Non-Antigen
0.5358,Probable Antigen
1.1031,Probable Antigen
-1.6792,Probable Non-Antigen
-0.9873,Probable Non-Antigen
-0.4907,Probable Non-Antigen
0.2345,Probable Non-Antigen
0.3995,Probable Non-Antigen
-0.1858,Probable Non-Antigen
-0.2388,Probable Non-Antigen
0.9308,Probable Antigen
0.5561,Probable Antigen
0.2307,Probable Non-Antigen
0.4637,Probable Non-Antigen
0.6368,Probable Antigen
-0.1626,Probable Non-Antigen
0.9674,Probable Antigen
0.3384,Probable Non-Antigen
-0.4373,Probable Non-Antigen
0.2293,Probable Non-Antigen
0.2305,Probable Non-Antigen
0.2484,Probable Non-Antigen
-0.0632,Probable Non-Antigen
-0.236,Probable Non-Antigen
0.0707,Probable Non-Antigen
0.5626,Probable Antigen
0.2372,Probable Non-Antigen
0.5977,Probable Antigen
0.9406,Probable Antigen
1.1086,Probable Antigen
0.8043,Probable Antigen
1.0191,Probable Antigen
0.069,Probable Non-Antigen
0.2683,Probable Non-Antigen
0.2689,Probable Non-Antigen
0.9246,Probable Antigen
0.1168,Probable Non-Antigen
0.8573,Probable Antigen
0.1257,Probable Non-Antigen
0.1341,Probable Non-Antigen
-0.0245,Probable Non-Antigen
0.2311,Probable Non-Antigen
0.5715,Probable Antigen
0.5531,Probable Antigen
0.6857,Probable Antigen
0.1347,Probable Non-Antigen
0.5116,Probable Antigen
0.9996,Probable Antigen
0.7704,Probable Antigen
0.3294,Probable Non-Antigen
0.7959,Probable Antigen
0.0343,Probable Non-Antigen
-0.4788,Probable Non-Antigen
0.2446,Probable Non-Antigen
0.5085,Probable Antigen
0.7169,Probable Antigen
0.5192,Probable Antigen
0.1374,Probable Non-Antigen
0.2204,Probable Non-Antigen
0.623,Probable Antigen
0.7223,Probable Antigen
0.2072,Probable Non-Antigen
0.3364,Probable Non-Antigen
0.0415,Probable Non-Antigen
